Thumb1,Index1,Middle1,Ring1,Pinky1,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Thumb2,Index2,Middle2,Ring2,Pinky2,AccelX2,AccelY2,AccelZ2,GyroX2,GyroY2,GyroZ2,MagX2,MagY2,MagZ2,Letter
0.99601593625498,1.002375296912114,0.9955456570155902,1.0,0.9458762886597938,-0.23,0.35,0.92,0.37,1.16,0.24,8.0,-11.0,37.0,0.8454106280193237,0.9951923076923076,0.9947089947089948,1.0,0.9974358974358974,-0.12,-0.29,0.95,0.67,0.0,0.18,22.0,-94.0,70.0,0
0.9920318725099602,0.997624703087886,0.9955456570155902,0.997326203208556,0.5360824742268041,-0.23,0.35,0.91,1.16,0.85,-0.18,9.0,-9.0,34.0,0.8502415458937198,0.9927884615384616,1.0,0.9974683544303796,0.9948717948717948,-0.13,-0.3,0.95,0.24,0.43,0.24,21.0,-93.0,74.0,0
0.9920318725099602,1.0,1.0,0.9919786096256684,0.3969072164948453,-0.23,0.35,0.9,-2.44,-1.65,0.49,8.0,-13.0,38.0,0.8405797101449275,0.9903846153846154,0.9973544973544972,0.9974683544303796,0.9974358974358974,-0.13,-0.3,0.95,0.79,-0.73,0.31,23.0,-95.0,77.0,0
0.9880478087649402,0.990498812351544,0.9933184855233852,1.0,0.9510309278350516,-0.23,0.35,0.9,-0.37,-1.1,-0.31,7.0,-8.0,37.0,0.8454106280193237,0.9903846153846154,0.9947089947089948,0.9949367088607596,0.9974358974358974,-0.13,-0.29,0.95,0.12,-0.55,-0.12,22.0,-94.0,73.0,0
0.99601593625498,0.997624703087886,0.9977728285077953,0.997326203208556,0.7474226804123711,-0.23,0.35,0.9,-0.98,-1.1,0.43,8.0,-9.0,39.0,0.8502415458937198,0.997596153846154,0.9894179894179894,0.9974683544303796,0.9974358974358974,-0.12,-0.29,0.95,-0.12,0.24,-0.49,23.0,-96.0,74.0,0
0.9920318725099602,0.995249406175772,0.9955456570155902,0.9946524064171124,0.9432989690721648,-0.23,0.35,0.89,-0.92,-0.73,-0.79,7.0,-9.0,34.0,0.8405797101449275,0.9951923076923076,0.9947089947089948,0.9949367088607596,1.0,-0.12,-0.3,0.95,0.0,0.0,-0.43,22.0,-93.0,76.0,0
0.9920318725099602,0.997624703087886,0.9933184855233852,0.997326203208556,0.9020618556701032,-0.24,0.35,0.9,-1.59,-1.28,-0.12,9.0,-9.0,35.0,0.8405797101449275,1.0,0.9947089947089948,0.9974683544303796,0.9974358974358974,-0.12,-0.3,0.95,0.98,0.06,0.12,23.0,-95.0,76.0,0
0.9880478087649402,0.992874109263658,0.9933184855233852,1.0,0.8711340206185567,-0.24,0.35,0.91,0.31,-0.24,-0.12,9.0,-8.0,35.0,0.8502415458937198,0.9951923076923076,0.9973544973544972,0.9974683544303796,0.9974358974358974,-0.11,-0.3,0.95,2.62,0.43,-0.06,22.0,-95.0,74.0,0
1.0,0.992874109263658,0.9955456570155902,1.0,0.595360824742268,-0.24,0.35,0.9,-0.12,0.0,-0.18,4.0,-9.0,38.0,0.855072463768116,0.9951923076923076,1.0,0.9974683544303796,0.9948717948717948,-0.11,-0.29,0.96,2.44,0.31,-1.04,23.0,-92.0,73.0,0
0.9920318725099602,0.995249406175772,0.9933184855233852,1.0,0.9329896907216496,-0.23,0.35,0.91,0.67,0.73,-0.49,5.0,-8.0,38.0,0.8357487922705314,0.9951923076923076,1.0,0.9949367088607596,0.9974358974358974,-0.12,-0.29,0.96,7.39,1.89,1.04,22.0,-94.0,77.0,0
0.9880478087649402,0.995249406175772,0.9933184855233852,1.0,0.8917525773195877,-0.24,0.35,0.92,-4.88,2.69,-5.13,8.0,-9.0,34.0,0.8067632850241546,0.9951923076923076,0.9973544973544972,0.9974683544303796,1.0025641025641026,-0.13,-0.29,0.97,25.7,-3.05,0.92,20.0,-91.0,74.0,0
0.9920318725099602,0.995249406175772,0.9977728285077953,0.997326203208556,0.8865979381443299,-0.26,0.35,0.9,-25.45,-4.94,-11.29,10.0,-9.0,36.0,0.7729468599033816,0.9326923076923076,0.9947089947089948,0.9974683544303796,0.9974358974358974,-0.12,-0.22,1.08,32.53,-0.37,-13.73,18.0,-89.0,68.0,0
