Thumb1,Index1,Middle1,Ring1,Pinky1,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Thumb2,Index2,Middle2,Ring2,Pinky2,AccelX2,AccelY2,AccelZ2,GyroX2,GyroY2,GyroZ2,MagX2,MagY2,MagZ2,Letter
0.9957627118644068,0.9929078014184397,0.9932279909706546,0.9972451790633609,1.0,-0.19,0.6,0.77,7.75,-2.62,3.48,12.0,-13.0,25.0,0.7941176470588235,0.9976744186046511,0.9949748743718593,0.9949109414758269,0.9969418960244648,-0.16,-0.25,0.95,0.55,1.28,-2.69,30.0,-38.0,76.0,8
0.9957627118644068,1.0,0.9932279909706546,0.9917355371900827,0.9976525821596244,-0.16,0.59,0.77,1.65,-3.85,1.59,12.0,-12.0,32.0,0.7941176470588235,0.9930232558139535,0.9949748743718593,0.9949109414758269,0.9969418960244648,-0.16,-0.27,0.95,-1.77,0.12,-2.01,30.0,-41.0,78.0,8
0.9957627118644068,0.9929078014184397,0.9954853273137697,1.002754820936639,0.9929577464788732,-0.2,0.59,0.78,1.04,-8.06,3.85,9.0,-13.0,30.0,0.803921568627451,0.9976744186046511,0.9949748743718593,0.9974554707379135,0.9969418960244648,-0.15,-0.25,0.96,-3.97,4.27,-0.92,27.0,-39.0,75.0,8
0.9915254237288136,0.9952718676122931,0.9954853273137697,0.9972451790633609,1.0,-0.22,0.59,0.78,2.14,-7.26,3.6,6.0,-10.0,27.0,0.7941176470588235,0.9976744186046511,1.0,1.0,1.0,-0.15,-0.26,0.95,-1.4,2.38,-6.71,31.0,-42.0,74.0,8
0.9957627118644068,0.9952718676122931,0.9887133182844243,0.9972451790633609,0.9953051643192489,-0.18,0.58,0.77,4.21,-0.24,-0.31,11.0,-13.0,30.0,0.803921568627451,0.9976744186046511,0.9949748743718593,0.9974554707379135,0.9969418960244648,-0.13,-0.25,0.96,-0.98,1.95,-9.22,32.0,-40.0,81.0,8
0.9915254237288136,0.9976359338061466,0.9909706546275395,0.9972451790633609,0.6032863849765259,-0.23,0.55,0.8,2.62,-7.87,0.85,10.0,-14.0,30.0,0.8088235294117647,1.0,0.9974874371859297,0.9949109414758269,0.9969418960244648,-0.16,-0.25,0.95,-0.31,-8.12,-5.07,31.0,-39.0,76.0,8
1.0,1.0,0.9932279909706546,0.9944903581267218,0.755868544600939,-0.23,0.56,0.8,3.72,-9.7,4.88,11.0,-12.0,32.0,0.8186274509803921,1.0,0.9974874371859297,1.0,0.9908256880733946,-0.15,-0.25,0.96,-0.49,3.05,-0.43,31.0,-39.0,80.0,8
0.9915254237288136,1.0,0.9954853273137697,0.9972451790633609,0.7723004694835681,-0.2,0.55,0.8,-0.49,-1.77,-0.18,10.0,-9.0,27.0,0.8137254901960784,1.0,0.9949748743718593,0.9949109414758269,0.9969418960244648,-0.15,-0.24,0.96,-0.98,0.49,-1.89,32.0,-39.0,80.0,8
0.9872881355932204,0.9952718676122931,0.9932279909706546,1.0,0.7863849765258216,-0.22,0.54,0.79,0.18,-0.49,-0.79,12.0,-11.0,31.0,0.8431372549019608,1.0,1.0,1.0,0.9969418960244648,-0.2,-0.22,0.95,-18.8,-8.3,-1.4,31.0,-37.0,79.0,8
1.0,0.9952718676122931,0.9954853273137697,0.9944903581267218,0.8004694835680751,-0.21,0.55,0.81,2.08,-3.05,0.98,9.0,-10.0,29.0,0.8578431372549019,0.9976744186046511,0.9974874371859297,0.9949109414758269,0.9969418960244648,-0.19,-0.18,0.97,-13.24,-0.61,1.16,34.0,-36.0,79.0,8
0.9957627118644068,0.9952718676122931,0.9954853273137697,0.9972451790633609,0.8075117370892019,-0.22,0.55,0.79,-1.53,-4.58,1.46,13.0,-13.0,30.0,0.8774509803921569,0.9976744186046511,1.0,0.9949109414758269,0.9969418960244648,-0.17,-0.19,0.97,-7.02,0.79,1.59,33.0,-34.0,77.0,8
0.9915254237288136,0.9929078014184397,0.9909706546275395,0.9944903581267218,0.8098591549295775,-0.23,0.54,0.79,1.1,-3.85,3.6,10.0,-10.0,29.0,0.8921568627450981,1.0,0.9974874371859297,0.9974554707379135,0.9877675840978594,-0.18,-0.18,0.98,-8.79,-0.49,1.65,32.0,-33.0,79.0,8
0.9957627118644068,0.9881796690307328,0.9909706546275395,0.9944903581267218,0.8215962441314554,-0.25,0.53,0.76,1.53,-3.85,2.75,13.0,-10.0,29.0,0.8970588235294118,0.9976744186046511,0.9974874371859297,0.9974554707379135,0.9969418960244648,-0.14,-0.17,0.98,-1.22,3.05,1.46,34.0,-34.0,79.0,8
1.0,0.9952718676122931,1.0,0.9972451790633609,0.823943661971831,-0.26,0.53,0.77,-1.28,-0.43,-0.92,11.0,-9.0,30.0,0.9019607843137255,0.9976744186046511,0.9974874371859297,0.9974554707379135,0.9969418960244648,-0.18,-0.17,0.97,-0.85,-1.71,0.43,34.0,-34.0,80.0,8
1.0,0.9976359338061466,0.9887133182844243,0.9972451790633609,0.8309859154929577,-0.26,0.52,0.8,0.06,0.37,0.31,12.0,-10.0,30.0,0.8921568627450981,1.0023255813953489,0.9974874371859297,0.9949109414758269,0.9938837920489296,-0.15,-0.18,0.97,1.22,-1.1,-0.06,35.0,-35.0,77.0,8
0.9915254237288136,0.9952718676122931,0.9932279909706546,1.0,0.8403755868544601,-0.26,0.53,0.79,-2.08,1.34,0.85,7.0,-10.0,25.0,0.9068627450980392,0.9976744186046511,0.9974874371859297,0.9949109414758269,0.9969418960244648,-0.16,-0.17,0.97,4.94,-2.32,0.24,34.0,-34.0,79.0,8
