Thumb1,Index1,Middle1,Ring1,Pinky1,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Thumb2,Index2,Middle2,Ring2,Pinky2,AccelX2,AccelY2,AccelZ2,GyroX2,GyroY2,GyroZ2,MagX2,MagY2,MagZ2,Letter
0.12313432835820895,0.07061503416856492,0.08083140877598152,0.13333333333333333,0.03611738148984198,0.35,0.91,-0.15,-4.15,-6.71,-1.71,32.0,-4.0,23.0,-0.002932551319648094,0.09490740740740741,0.18361581920903955,0.11345646437994723,-0.015444015444015444,0.13,-0.98,0.22,3.3,-7.26,4.52,-7.0,-87.0,78.0,17
0.15298507462686567,0.11389521640091116,0.08314087759815242,0.1388888888888889,0.04288939051918736,0.35,0.87,-0.15,3.17,-2.2,-3.85,36.0,-3.0,20.0,-0.011730205278592375,0.09490740740740741,0.1694915254237288,0.10817941952506596,-0.011583011583011582,0.16,-0.99,0.2,-0.43,-2.38,1.89,-8.0,-90.0,81.0,17
0.16417910447761194,0.12072892938496584,0.08545034642032333,0.15,0.04740406320541761,0.38,0.9,-0.13,-1.04,-0.98,-1.22,33.0,-2.0,20.0,-0.011730205278592375,0.09490740740740741,0.1694915254237288,0.10554089709762533,-0.023166023166023165,0.13,-0.94,0.2,4.52,-3.48,3.48,-7.0,-89.0,77.0,17
0.17164179104477612,0.12300683371298406,0.09006928406466513,0.15555555555555556,0.04966139954853273,0.38,0.92,-0.15,-3.23,-1.89,-0.85,32.0,-4.0,17.0,-0.005865102639296188,0.09722222222222222,0.17796610169491525,0.11345646437994723,0.003861003861003861,0.16,-0.97,0.19,5.25,-3.78,-0.43,-7.0,-87.0,77.0,17
0.19402985074626866,0.12072892938496584,0.08775981524249422,0.15833333333333333,0.056433408577878104,0.36,0.9,-0.15,1.95,-2.26,-1.89,35.0,-5.0,19.0,-0.002932551319648094,0.09953703703703703,0.18926553672316385,0.11873350923482849,0.02702702702702703,0.16,-0.98,0.2,-0.49,-0.98,-0.49,-11.0,-90.0,79.0,17
0.19776119402985073,0.1275626423690205,0.09006928406466513,0.16666666666666666,0.05417607223476298,0.38,0.89,-0.14,-1.65,0.73,-1.71,36.0,-5.0,21.0,-0.002932551319648094,0.10416666666666667,0.20056497175141244,0.12137203166226913,0.04247104247104247,0.14,-1.0,0.19,6.35,-4.76,2.01,-10.0,-87.0,78.0,17
0.208955223880597,0.1275626423690205,0.09699769053117784,0.17222222222222222,0.060948081264108354,0.37,0.91,-0.16,-5.25,0.67,1.28,33.0,-1.0,24.0,0.002932551319648094,0.1087962962962963,0.211864406779661,0.12137203166226913,0.06177606177606178,0.16,-0.98,0.19,4.64,-1.34,2.14,-7.0,-90.0,77.0,17
0.21641791044776118,0.12984054669703873,0.09699769053117784,0.17777777777777778,0.0654627539503386,0.38,0.91,-0.17,-3.05,-0.12,-0.43,33.0,0.0,18.0,0.005865102639296188,0.11342592592592593,0.21468926553672316,0.1266490765171504,0.0888030888030888,0.15,-0.98,0.17,-0.06,-0.06,-2.38,-10.0,-87.0,77.0,17
0.22761194029850745,0.1366742596810934,0.10161662817551963,0.18055555555555555,0.06320541760722348,0.39,0.89,-0.15,9.89,-12.57,-7.26,34.0,-2.0,21.0,0.011730205278592375,0.13425925925925927,0.2175141242937853,0.13192612137203166,0.10038610038610038,0.14,-0.97,0.16,21.73,-2.44,-16.78,-8.0,-87.0,77.0,17
0.19029850746268656,0.15034168564920272,0.11778290993071594,0.20277777777777778,0.0654627539503386,0.39,0.91,-0.15,-17.82,1.04,5.62,35.0,-4.0,17.0,0.011730205278592375,0.21296296296296297,0.2994350282485876,0.1503957783641161,0.15444015444015444,0.1,-0.94,0.18,-1.83,21.79,-18.55,-12.0,-86.0,74.0,17
