0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140
0.9968152866242038,0.9952830188679244,0.9977628635346756,0.994475138121547,0.9133858267716536,-0.32,0.58,0.74,-0.24,-0.55,-1.34,10.0,-13.0,31.0,0.7854077253218884,0.9903614457831326,0.994459833795014,0.9923664122137404,0.9969879518072288,-0.14,-0.19,0.97,-0.12,0.67,0.55,13.0,-30.0,66.0,0.9936305732484076,0.9952830188679244,0.9977628635346756,0.9972375690607734,0.910761154855643,-0.35,0.57,0.73,-0.43,0.18,-0.49,10.0,-12.0,32.0,0.7854077253218884,0.9975903614457832,0.994459833795014,0.9974554707379136,0.9909638554216867,-0.15,-0.21,0.97,-0.61,0.31,-0.55,10.0,-31.0,65.0,0.9936305732484076,0.9952830188679244,0.9955257270693512,0.9917127071823204,0.9186351706036744,-0.34,0.57,0.73,0.12,-1.89,-0.43,8.0,-13.0,38.0,0.7811158798283262,0.9951807228915662,0.997229916897507,0.9949109414758268,0.9969879518072288,-0.15,-0.21,0.97,0.55,-0.18,0.0,12.0,-30.0,67.0,0.9936305732484076,0.9929245283018868,0.9955257270693512,0.9972375690607734,0.9186351706036744,-0.34,0.57,0.74,0.0,1.04,-1.04,12.0,-11.0,34.0,0.7854077253218884,0.9951807228915662,0.997229916897507,0.9949109414758268,0.993975903614458,-0.16,-0.19,0.98,-0.73,0.55,-0.31,11.0,-31.0,65.0,0.9936305732484076,0.9952830188679244,0.9955257270693512,0.9917127071823204,0.9186351706036744,-0.33,0.57,0.73,0.92,0.73,0.31,7.0,-12.0,37.0,0.7854077253218884,0.9951807228915662,0.994459833795014,0.9923664122137404,0.993975903614458,-0.15,-0.18,0.98,-0.24,0.61,-0.06,10.0,-29.0,68.0,9.0
0.9936305732484076,0.9952830188679244,0.9977628635346756,0.9972375690607734,0.910761154855643,-0.35,0.57,0.73,-0.43,0.18,-0.49,10.0,-12.0,32.0,0.7854077253218884,0.9975903614457832,0.994459833795014,0.9974554707379136,0.9909638554216867,-0.15,-0.21,0.97,-0.61,0.31,-0.55,10.0,-31.0,65.0,0.9936305732484076,0.9952830188679244,0.9955257270693512,0.9917127071823204,0.9186351706036744,-0.34,0.57,0.73,0.12,-1.89,-0.43,8.0,-13.0,38.0,0.7811158798283262,0.9951807228915662,0.997229916897507,0.9949109414758268,0.9969879518072288,-0.15,-0.21,0.97,0.55,-0.18,0.0,12.0,-30.0,67.0,0.9936305732484076,0.9929245283018868,0.9955257270693512,0.9972375690607734,0.9186351706036744,-0.34,0.57,0.74,0.0,1.04,-1.04,12.0,-11.0,34.0,0.7854077253218884,0.9951807228915662,0.997229916897507,0.9949109414758268,0.993975903614458,-0.16,-0.19,0.98,-0.73,0.55,-0.31,11.0,-31.0,65.0,0.9936305732484076,0.9952830188679244,0.9955257270693512,0.9917127071823204,0.9186351706036744,-0.33,0.57,0.73,0.92,0.73,0.31,7.0,-12.0,37.0,0.7854077253218884,0.9951807228915662,0.994459833795014,0.9923664122137404,0.993975903614458,-0.15,-0.18,0.98,-0.24,0.61,-0.06,10.0,-29.0,68.0,0.9968152866242038,0.9976415094339622,0.9955257270693512,0.988950276243094,0.9212598425196852,-0.35,0.57,0.73,-0.92,-2.38,-0.31,11.0,-12.0,33.0,0.7854077253218884,0.9951807228915662,0.997229916897507,0.9949109414758268,0.993975903614458,-0.14,-0.2,0.97,0.55,0.61,-0.55,10.0,-31.0,68.0,9.0
0.9936305732484076,0.9952830188679244,0.9955257270693512,0.9917127071823204,0.9186351706036744,-0.34,0.57,0.73,0.12,-1.89,-0.43,8.0,-13.0,38.0,0.7811158798283262,0.9951807228915662,0.997229916897507,0.9949109414758268,0.9969879518072288,-0.15,-0.21,0.97,0.55,-0.18,0.0,12.0,-30.0,67.0,0.9936305732484076,0.9929245283018868,0.9955257270693512,0.9972375690607734,0.9186351706036744,-0.34,0.57,0.74,0.0,1.04,-1.04,12.0,-11.0,34.0,0.7854077253218884,0.9951807228915662,0.997229916897507,0.9949109414758268,0.993975903614458,-0.16,-0.19,0.98,-0.73,0.55,-0.31,11.0,-31.0,65.0,0.9936305732484076,0.9952830188679244,0.9955257270693512,0.9917127071823204,0.9186351706036744,-0.33,0.57,0.73,0.92,0.73,0.31,7.0,-12.0,37.0,0.7854077253218884,0.9951807228915662,0.994459833795014,0.9923664122137404,0.993975903614458,-0.15,-0.18,0.98,-0.24,0.61,-0.06,10.0,-29.0,68.0,0.9968152866242038,0.9976415094339622,0.9955257270693512,0.988950276243094,0.9212598425196852,-0.35,0.57,0.73,-0.92,-2.38,-0.31,11.0,-12.0,33.0,0.7854077253218884,0.9951807228915662,0.997229916897507,0.9949109414758268,0.993975903614458,-0.14,-0.2,0.97,0.55,0.61,-0.55,10.0,-31.0,68.0,0.9904458598726116,1.0,1.0,0.9917127071823204,0.9212598425196852,-0.35,0.56,0.73,0.0,-1.16,0.37,12.0,-14.0,40.0,0.7854077253218884,0.9975903614457832,0.994459833795014,0.9949109414758268,0.9969879518072288,-0.14,-0.21,0.97,-0.37,-0.31,0.92,9.0,-28.0,70.0,9.0
0.9936305732484076,0.9929245283018868,0.9955257270693512,0.9972375690607734,0.9186351706036744,-0.34,0.57,0.74,0.0,1.04,-1.04,12.0,-11.0,34.0,0.7854077253218884,0.9951807228915662,0.997229916897507,0.9949109414758268,0.993975903614458,-0.16,-0.19,0.98,-0.73,0.55,-0.31,11.0,-31.0,65.0,0.9936305732484076,0.9952830188679244,0.9955257270693512,0.9917127071823204,0.9186351706036744,-0.33,0.57,0.73,0.92,0.73,0.31,7.0,-12.0,37.0,0.7854077253218884,0.9951807228915662,0.994459833795014,0.9923664122137404,0.993975903614458,-0.15,-0.18,0.98,-0.24,0.61,-0.06,10.0,-29.0,68.0,0.9968152866242038,0.9976415094339622,0.9955257270693512,0.988950276243094,0.9212598425196852,-0.35,0.57,0.73,-0.92,-2.38,-0.31,11.0,-12.0,33.0,0.7854077253218884,0.9951807228915662,0.997229916897507,0.9949109414758268,0.993975903614458,-0.14,-0.2,0.97,0.55,0.61,-0.55,10.0,-31.0,68.0,0.9904458598726116,1.0,1.0,0.9917127071823204,0.9212598425196852,-0.35,0.56,0.73,0.0,-1.16,0.37,12.0,-14.0,40.0,0.7854077253218884,0.9975903614457832,0.994459833795014,0.9949109414758268,0.9969879518072288,-0.14,-0.21,0.97,-0.37,-0.31,0.92,9.0,-28.0,70.0,0.9968152866242038,0.9976415094339622,0.9932885906040269,0.9917127071823204,0.9238845144356956,-0.35,0.57,0.73,-0.85,-1.59,0.06,12.0,-13.0,35.0,0.7939914163090128,0.9903614457831326,0.994459833795014,0.9974554707379136,1.0030120481927711,-0.15,-0.2,0.97,1.65,-0.92,0.85,11.0,-32.0,66.0,9.0
0.9936305732484076,0.9952830188679244,0.9955257270693512,0.9917127071823204,0.9186351706036744,-0.33,0.57,0.73,0.92,0.73,0.31,7.0,-12.0,37.0,0.7854077253218884,0.9951807228915662,0.994459833795014,0.9923664122137404,0.993975903614458,-0.15,-0.18,0.98,-0.24,0.61,-0.06,10.0,-29.0,68.0,0.9968152866242038,0.9976415094339622,0.9955257270693512,0.988950276243094,0.9212598425196852,-0.35,0.57,0.73,-0.92,-2.38,-0.31,11.0,-12.0,33.0,0.7854077253218884,0.9951807228915662,0.997229916897507,0.9949109414758268,0.993975903614458,-0.14,-0.2,0.97,0.55,0.61,-0.55,10.0,-31.0,68.0,0.9904458598726116,1.0,1.0,0.9917127071823204,0.9212598425196852,-0.35,0.56,0.73,0.0,-1.16,0.37,12.0,-14.0,40.0,0.7854077253218884,0.9975903614457832,0.994459833795014,0.9949109414758268,0.9969879518072288,-0.14,-0.21,0.97,-0.37,-0.31,0.92,9.0,-28.0,70.0,0.9968152866242038,0.9976415094339622,0.9932885906040269,0.9917127071823204,0.9238845144356956,-0.35,0.57,0.73,-0.85,-1.59,0.06,12.0,-13.0,35.0,0.7939914163090128,0.9903614457831326,0.994459833795014,0.9974554707379136,1.0030120481927711,-0.15,-0.2,0.97,1.65,-0.92,0.85,11.0,-32.0,66.0,0.9936305732484076,0.9929245283018868,0.9977628635346756,0.988950276243094,0.9238845144356956,-0.34,0.57,0.74,0.37,0.85,-0.31,9.0,-15.0,32.0,0.7854077253218884,0.9951807228915662,0.994459833795014,0.989821882951654,0.9969879518072288,-0.16,-0.19,0.97,0.06,-0.18,0.24,11.0,-31.0,69.0,9.0
0.9968152866242038,0.9976415094339622,0.9955257270693512,0.988950276243094,0.9212598425196852,-0.35,0.57,0.73,-0.92,-2.38,-0.31,11.0,-12.0,33.0,0.7854077253218884,0.9951807228915662,0.997229916897507,0.9949109414758268,0.993975903614458,-0.14,-0.2,0.97,0.55,0.61,-0.55,10.0,-31.0,68.0,0.9904458598726116,1.0,1.0,0.9917127071823204,0.9212598425196852,-0.35,0.56,0.73,0.0,-1.16,0.37,12.0,-14.0,40.0,0.7854077253218884,0.9975903614457832,0.994459833795014,0.9949109414758268,0.9969879518072288,-0.14,-0.21,0.97,-0.37,-0.31,0.92,9.0,-28.0,70.0,0.9968152866242038,0.9976415094339622,0.9932885906040269,0.9917127071823204,0.9238845144356956,-0.35,0.57,0.73,-0.85,-1.59,0.06,12.0,-13.0,35.0,0.7939914163090128,0.9903614457831326,0.994459833795014,0.9974554707379136,1.0030120481927711,-0.15,-0.2,0.97,1.65,-0.92,0.85,11.0,-32.0,66.0,0.9936305732484076,0.9929245283018868,0.9977628635346756,0.988950276243094,0.9238845144356956,-0.34,0.57,0.74,0.37,0.85,-0.31,9.0,-15.0,32.0,0.7854077253218884,0.9951807228915662,0.994459833795014,0.989821882951654,0.9969879518072288,-0.16,-0.19,0.97,0.06,-0.18,0.24,11.0,-31.0,69.0,0.9936305732484076,0.9929245283018868,0.9932885906040269,0.9972375690607734,0.9212598425196852,-0.35,0.57,0.73,-0.55,0.31,-0.67,10.0,-10.0,30.0,0.7896995708154506,0.9975903614457832,0.9889196675900276,0.9949109414758268,0.9969879518072288,-0.15,-0.19,0.97,-1.16,0.55,-0.31,12.0,-30.0,71.0,9.0
0.9904458598726116,1.0,1.0,0.9917127071823204,0.9212598425196852,-0.35,0.56,0.73,0.0,-1.16,0.37,12.0,-14.0,40.0,0.7854077253218884,0.9975903614457832,0.994459833795014,0.9949109414758268,0.9969879518072288,-0.14,-0.21,0.97,-0.37,-0.31,0.92,9.0,-28.0,70.0,0.9968152866242038,0.9976415094339622,0.9932885906040269,0.9917127071823204,0.9238845144356956,-0.35,0.57,0.73,-0.85,-1.59,0.06,12.0,-13.0,35.0,0.7939914163090128,0.9903614457831326,0.994459833795014,0.9974554707379136,1.0030120481927711,-0.15,-0.2,0.97,1.65,-0.92,0.85,11.0,-32.0,66.0,0.9936305732484076,0.9929245283018868,0.9977628635346756,0.988950276243094,0.9238845144356956,-0.34,0.57,0.74,0.37,0.85,-0.31,9.0,-15.0,32.0,0.7854077253218884,0.9951807228915662,0.994459833795014,0.989821882951654,0.9969879518072288,-0.16,-0.19,0.97,0.06,-0.18,0.24,11.0,-31.0,69.0,0.9936305732484076,0.9929245283018868,0.9932885906040269,0.9972375690607734,0.9212598425196852,-0.35,0.57,0.73,-0.55,0.31,-0.67,10.0,-10.0,30.0,0.7896995708154506,0.9975903614457832,0.9889196675900276,0.9949109414758268,0.9969879518072288,-0.15,-0.19,0.97,-1.16,0.55,-0.31,12.0,-30.0,71.0,0.9968152866242038,0.9976415094339622,1.0022371364653244,0.994475138121547,0.9212598425196852,-0.35,0.57,0.72,-1.59,-0.55,-0.49,12.0,-12.0,34.0,0.7896995708154506,0.9951807228915662,0.997229916897507,0.9923664122137404,0.9969879518072288,-0.15,-0.2,0.97,0.18,0.06,-0.31,10.0,-29.0,65.0,9.0
0.9968152866242038,0.9976415094339622,0.9932885906040269,0.9917127071823204,0.9238845144356956,-0.35,0.57,0.73,-0.85,-1.59,0.06,12.0,-13.0,35.0,0.7939914163090128,0.9903614457831326,0.994459833795014,0.9974554707379136,1.0030120481927711,-0.15,-0.2,0.97,1.65,-0.92,0.85,11.0,-32.0,66.0,0.9936305732484076,0.9929245283018868,0.9977628635346756,0.988950276243094,0.9238845144356956,-0.34,0.57,0.74,0.37,0.85,-0.31,9.0,-15.0,32.0,0.7854077253218884,0.9951807228915662,0.994459833795014,0.989821882951654,0.9969879518072288,-0.16,-0.19,0.97,0.06,-0.18,0.24,11.0,-31.0,69.0,0.9936305732484076,0.9929245283018868,0.9932885906040269,0.9972375690607734,0.9212598425196852,-0.35,0.57,0.73,-0.55,0.31,-0.67,10.0,-10.0,30.0,0.7896995708154506,0.9975903614457832,0.9889196675900276,0.9949109414758268,0.9969879518072288,-0.15,-0.19,0.97,-1.16,0.55,-0.31,12.0,-30.0,71.0,0.9968152866242038,0.9976415094339622,1.0022371364653244,0.994475138121547,0.9212598425196852,-0.35,0.57,0.72,-1.59,-0.55,-0.49,12.0,-12.0,34.0,0.7896995708154506,0.9951807228915662,0.997229916897507,0.9923664122137404,0.9969879518072288,-0.15,-0.2,0.97,0.18,0.06,-0.31,10.0,-29.0,65.0,0.9936305732484076,0.9952830188679244,0.9955257270693512,0.994475138121547,0.9186351706036744,-0.35,0.57,0.73,-0.49,0.43,-0.67,10.0,-12.0,34.0,0.7939914163090128,0.9951807228915662,0.997229916897507,0.989821882951654,0.9969879518072288,-0.16,-0.2,0.97,0.37,-0.43,0.49,12.0,-29.0,66.0,9.0
0.9936305732484076,0.9929245283018868,0.9977628635346756,0.988950276243094,0.9238845144356956,-0.34,0.57,0.74,0.37,0.85,-0.31,9.0,-15.0,32.0,0.7854077253218884,0.9951807228915662,0.994459833795014,0.989821882951654,0.9969879518072288,-0.16,-0.19,0.97,0.06,-0.18,0.24,11.0,-31.0,69.0,0.9936305732484076,0.9929245283018868,0.9932885906040269,0.9972375690607734,0.9212598425196852,-0.35,0.57,0.73,-0.55,0.31,-0.67,10.0,-10.0,30.0,0.7896995708154506,0.9975903614457832,0.9889196675900276,0.9949109414758268,0.9969879518072288,-0.15,-0.19,0.97,-1.16,0.55,-0.31,12.0,-30.0,71.0,0.9968152866242038,0.9976415094339622,1.0022371364653244,0.994475138121547,0.9212598425196852,-0.35,0.57,0.72,-1.59,-0.55,-0.49,12.0,-12.0,34.0,0.7896995708154506,0.9951807228915662,0.997229916897507,0.9923664122137404,0.9969879518072288,-0.15,-0.2,0.97,0.18,0.06,-0.31,10.0,-29.0,65.0,0.9936305732484076,0.9952830188679244,0.9955257270693512,0.994475138121547,0.9186351706036744,-0.35,0.57,0.73,-0.49,0.43,-0.67,10.0,-12.0,34.0,0.7939914163090128,0.9951807228915662,0.997229916897507,0.989821882951654,0.9969879518072288,-0.16,-0.2,0.97,0.37,-0.43,0.49,12.0,-29.0,66.0,1.0,0.9976415094339622,1.0,0.994475138121547,0.9212598425196852,-0.35,0.58,0.73,1.4,4.52,-0.61,15.0,-12.0,34.0,0.7939914163090128,0.9975903614457832,0.997229916897507,0.9974554707379136,0.9969879518072288,-0.16,-0.19,0.97,-1.34,0.31,0.73,10.0,-33.0,66.0,9.0
0.9936305732484076,0.9929245283018868,0.9932885906040269,0.9972375690607734,0.9212598425196852,-0.35,0.57,0.73,-0.55,0.31,-0.67,10.0,-10.0,30.0,0.7896995708154506,0.9975903614457832,0.9889196675900276,0.9949109414758268,0.9969879518072288,-0.15,-0.19,0.97,-1.16,0.55,-0.31,12.0,-30.0,71.0,0.9968152866242038,0.9976415094339622,1.0022371364653244,0.994475138121547,0.9212598425196852,-0.35,0.57,0.72,-1.59,-0.55,-0.49,12.0,-12.0,34.0,0.7896995708154506,0.9951807228915662,0.997229916897507,0.9923664122137404,0.9969879518072288,-0.15,-0.2,0.97,0.18,0.06,-0.31,10.0,-29.0,65.0,0.9936305732484076,0.9952830188679244,0.9955257270693512,0.994475138121547,0.9186351706036744,-0.35,0.57,0.73,-0.49,0.43,-0.67,10.0,-12.0,34.0,0.7939914163090128,0.9951807228915662,0.997229916897507,0.989821882951654,0.9969879518072288,-0.16,-0.2,0.97,0.37,-0.43,0.49,12.0,-29.0,66.0,1.0,0.9976415094339622,1.0,0.994475138121547,0.9212598425196852,-0.35,0.58,0.73,1.4,4.52,-0.61,15.0,-12.0,34.0,0.7939914163090128,0.9975903614457832,0.997229916897507,0.9974554707379136,0.9969879518072288,-0.16,-0.19,0.97,-1.34,0.31,0.73,10.0,-33.0,66.0,0.9968152866242038,0.9976415094339622,1.0,0.994475138121547,0.926509186351706,-0.33,0.57,0.74,2.14,2.2,-0.67,10.0,-12.0,34.0,0.7939914163090128,0.9927710843373494,0.9916897506925209,0.9923664122137404,1.0,-0.16,-0.2,0.97,-0.12,0.12,-0.24,10.0,-30.0,69.0,9.0
