Thumb1,Index1,Middle1,Ring1,Pinky1,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Thumb2,Index2,Middle2,Ring2,Pinky2,AccelX2,AccelY2,AccelZ2,GyroX2,GyroY2,GyroZ2,MagX2,MagY2,MagZ2,Letter
0.9946949602122016,1.0,0.8625954198473282,0.9917127071823204,0.8024948024948025,-0.37,0.16,0.94,14.34,8.0,18.55,23.0,17.0,-4.0,0.6631016042780749,0.74364896073903,0.6309226932668329,0.8423645320197044,0.9206349206349206,0.35,0.04,0.99,-53.77,37.23,6.16,23.0,-1.0,47.0,0
0.9946949602122016,1.0025575447570332,0.989821882951654,0.9972375690607734,0.8752598752598753,-0.37,0.13,1.0,13.92,6.35,10.5,25.0,18.0,-3.0,0.820855614973262,0.9930715935334873,0.8503740648379052,0.9975369458128078,0.9973544973544973,0.14,0.07,0.89,12.08,-10.74,-13.67,24.0,-2.0,44.0,0
1.0,1.0,0.9949109414758269,1.0,0.9002079002079002,-0.36,0.06,0.95,8.97,-1.28,0.12,21.0,18.0,-3.0,0.893048128342246,0.9930715935334873,0.9975062344139651,0.9950738916256158,0.9947089947089947,0.18,-0.02,0.94,16.97,-5.31,-6.65,23.0,-1.0,50.0,0
0.9946949602122016,0.9948849104859335,0.9974554707379135,0.9972375690607734,0.9022869022869023,-0.37,0.05,0.94,-13.31,0.73,1.4,23.0,18.0,-3.0,0.9197860962566845,0.9976905311778291,0.9950124688279302,0.9975369458128078,0.9947089947089947,0.3,-0.01,0.96,10.8,5.37,-2.69,23.0,-1.0,44.0,0
1.0,0.9948849104859335,0.9669211195928753,0.9972375690607734,0.8898128898128899,-0.33,0.09,0.93,-17.03,-1.46,4.03,23.0,19.0,-1.0,0.9251336898395722,0.9907621247113164,0.9950124688279302,0.9950738916256158,0.9947089947089947,0.28,-0.02,0.95,5.62,5.55,-2.44,22.0,-2.0,43.0,0
0.9920424403183024,0.9974424552429667,0.905852417302799,0.994475138121547,0.8731808731808732,-0.31,0.15,0.92,-11.47,3.36,-0.55,24.0,17.0,-6.0,0.9278074866310161,0.9976905311778291,0.9975062344139651,0.9950738916256158,0.9947089947089947,0.26,0.02,0.94,2.01,1.46,-3.36,22.0,0.0,51.0,0
0.9946949602122016,0.9948849104859335,0.905852417302799,1.0027624309392265,0.8690228690228691,-0.3,0.1,0.91,2.5,2.01,-0.31,25.0,14.0,-1.0,0.9251336898395722,0.9953810623556582,1.0,0.9926108374384236,0.9947089947089947,0.26,0.01,0.93,-1.1,0.79,-0.98,23.0,1.0,51.0,0
1.0,0.9974424552429667,0.8396946564885496,0.9972375690607734,0.83991683991684,-0.31,0.1,0.9,-13.61,-40.28,-7.32,25.0,18.0,-3.0,0.93048128342246,0.9976905311778291,0.9950124688279302,0.9975369458128078,0.9920634920634921,0.23,-0.01,0.92,5.13,-1.71,-2.5,22.0,-2.0,44.0,0
0.9973474801061007,0.9616368286445013,0.7989821882951654,0.9972375690607734,0.7941787941787942,-0.53,0.19,0.79,-40.71,-144.84,3.48,27.0,22.0,-8.0,0.9171122994652406,0.9976905311778291,0.9975062344139651,0.9950738916256158,1.0,0.21,0.01,0.96,0.85,-2.14,-6.9,23.0,0.0,44.0,0
0.9893899204244032,0.9667519181585678,0.7913486005089059,0.9972375690607734,0.7879417879417879,-0.76,0.24,0.53,-54.26,-188.23,-1.95,28.0,24.0,-17.0,0.9037433155080213,1.0,0.9925187032418953,0.9950738916256158,0.9920634920634921,0.29,-0.0,0.98,-30.15,52.0,-4.03,26.0,-4.0,44.0,0
1.0,0.9718670076726342,0.7760814249363868,0.994475138121547,0.7754677754677755,-0.9,0.25,0.17,-27.1,-197.51,8.85,28.0,22.0,-26.0,0.893048128342246,1.0,0.9850374064837906,0.9950738916256158,0.9947089947089947,0.37,-0.03,0.89,-68.12,93.81,3.17,26.0,-7.0,51.0,0
0.9973474801061007,0.9872122762148338,0.7786259541984732,0.9917127071823204,0.7713097713097713,-0.95,0.24,-0.21,-23.07,-241.33,12.82,27.0,11.0,-37.0,0.8689839572192514,0.9953810623556582,0.9950124688279302,0.9975369458128078,0.9973544973544973,0.68,0.12,0.58,-100.28,199.95,-11.11,30.0,-16.0,47.0,0
0.9973474801061007,0.9948849104859335,0.7811704834605598,0.9972375690607734,0.7733887733887734,-0.94,0.15,-0.41,-27.47,-115.36,10.68,26.0,3.0,-38.0,0.8101604278074866,0.9976905311778291,0.9950124688279302,0.9975369458128078,0.9947089947089947,0.88,0.31,0.24,-77.64,268.43,-5.86,38.0,-28.0,37.0,0
0.9973474801061007,0.9923273657289002,0.7786259541984732,1.0,0.7733887733887734,-0.71,0.11,-0.66,-56.95,-168.82,8.91,24.0,-2.0,-48.0,0.7379679144385026,0.9953810623556582,0.9950124688279302,0.9950738916256158,0.9973544973544973,1.17,0.38,-0.07,-32.9,167.3,-15.2,39.0,-35.0,30.0,0
0.9946949602122016,0.9974424552429667,0.7582697201017812,0.9972375690607734,0.7754677754677755,-0.59,0.05,-0.87,-67.5,-170.96,0.73,22.0,-11.0,-45.0,0.7058823529411765,1.0,0.9950124688279302,0.9975369458128078,0.9920634920634921,0.89,0.21,-0.32,-3.91,58.23,-24.54,38.0,-36.0,21.0,0
